name,height,weight,reach,stance,dob
Gabe Lemley,172.7,155.0,,Orthodox,
Amanda Lemos,162.6,115.0,65.0,Southpaw,"May 22, 1987"
Giacomo Lemos,190.5,247.0,75.0,Orthodox,"Jun 23, 1989"
Christophe Leninger,182.9,200.0,,Southpaw,
Jesse Lennox,175.3,170.0,72.0,Orthodox,"Mar 10, 1982"
Jean Francois Lenogue,182.9,185.0,,Orthodox,"Nov 29, 1972"
Nik Lentz,172.7,145.0,68.0,Orthodox,"Aug 13, 1984"
Alberta Cerra Leon,172.7,238.0,,,
Victoria Leonardo,165.1,125.0,64.0,Orthodox,"Feb 16, 1990"
Anthony Leone,167.6,135.0,,Orthodox,"May 27, 1987"
Chad Leonhardt,182.9,170.0,,,"Feb 19, 1980"
Kimo Leopoldo,190.5,235.0,,Orthodox,"Jan 05, 1968"
Michael Lerma,,,,,"Nov 18, 1973"
Lukasz Les,,170.0,,,"Nov 05, 1981"
Brock Lesnar,190.5,265.0,81.0,Orthodox,"Jul 12, 1977"
Frank Lester,180.3,170.0,,Orthodox,"Jun 10, 1984"
Valerie Letourneau,170.2,115.0,68.0,Orthodox,"Apr 29, 1983"
Leah Letson,170.2,145.0,71.0,Southpaw,"Aug 21, 1992"
Justin Levens,180.3,185.0,,Orthodox,"Apr 18, 1980"
Marcus LeVesseur,175.3,155.0,70.0,Southpaw,"Jul 17, 1982"
David Levicki,195.6,275.0,,,
Kyle Levinton,,,,,
Natan Levy,175.3,155.0,71.0,Southpaw,"Sep 30, 1991"
John Lewis,182.9,155.0,,Southpaw,
Derrick Lewis,190.5,260.0,79.0,Orthodox,"Feb 07, 1985"
Bevon Lewis,190.5,185.0,79.0,Orthodox,"May 05, 1991"
Brandon Lewis,162.6,135.0,70.0,Orthodox,"Aug 02, 1997"
Malik Lewis,182.9,155.0,75.0,Orthodox,"Mar 04, 1996"
Chi Lewis-Parry,205.7,243.0,,,"Aug 10, 1983"
Li Jingliang,182.9,170.0,71.0,Orthodox,"Mar 20, 1988"
Li Yunfeng,172.7,135.0,68.0,Orthodox,"Mar 08, 1999"
Liang Na,165.1,125.0,67.0,Orthodox,"Jul 27, 1996"
Jess Liaudin,175.3,170.0,72.0,Orthodox,
Chuck Liddell,188.0,205.0,76.0,Orthodox,"Dec 17, 1969"
Rodrigo Lidio,180.3,155.0,73.0,Orthodox,"Jul 07, 1989"
Sam Liera,,,,,"Nov 26, 1983"
Zach Light,172.7,170.0,,Orthodox,"Feb 06, 1974"
Scott Lighty,188.0,205.0,,,"Oct 15, 1978"
Chris Liguori,175.3,185.0,,Orthodox,
Donnie Liles,175.3,170.0,,Orthodox,
Jae Suk Lim,175.3,170.0,,Orthodox,"Nov 09, 1979"
Hyun Gyu Lim,190.5,170.0,77.0,Orthodox,"Jan 16, 1985"
Juliana Lima,165.1,115.0,65.0,Orthodox,"Mar 15, 1982"
Dhiego Lima,188.0,170.0,75.0,Orthodox,"Jan 31, 1989"
Douglas Lima,185.4,170.0,,,"Jan 05, 1988"
Mabelly Lima,157.5,135.0,,Orthodox,"Jan 25, 1994"
Andre Lima,170.2,125.0,67.0,Orthodox,"Feb 04, 1999"
Felipe Lima,167.6,135.0,68.0,Orthodox,"May 07, 1998"
Miguel Linares,,,,,
Emiliano Linares,172.7,145.0,72.0,Orthodox,"Apr 21, 1997"
Matt Lindland,182.9,185.0,74.0,Southpaw,"May 17, 1970"
Jake Lindsey,180.3,155.0,,Switch,"Jun 21, 1986"
John Lineker,160.0,135.0,67.0,Orthodox,"Jun 12, 1990"
Austin Lingo,177.8,145.0,70.0,Orthodox,"Jul 10, 1994"
Lucio Linhares,188.0,185.0,,Orthodox,"Dec 08, 1973"
Philipe Lins,188.0,205.0,78.0,Orthodox,"Aug 17, 1985"
Tainara Lisboa,170.2,135.0,67.0,Orthodox,"Mar 02, 1991"
Dean Lister,185.4,185.0,75.0,Orthodox,"Feb 13, 1976"
Wesley Little,193.0,205.0,,,
Adam Livingston,188.0,155.0,71.0,Orthodox,"Aug 15, 2001"
James Llontop,182.9,155.0,73.0,Orthodox,"Aug 02, 1999"
Abner Lloveras,180.3,155.0,,,"Sep 04, 1982"
Brian Lo-A-Njoe,170.2,155.0,,Orthodox,"Jan 22, 1976"
John Lober,180.3,199.0,,Orthodox,"Feb 26, 1968"
Artem Lobov,175.3,145.0,65.0,Southpaw,"Aug 11, 1986"
Dylan Lockard,175.3,145.0,72.0,Orthodox,"May 19, 1992"
Ryan Loder,188.0,185.0,76.0,Southpaw,"Jun 05, 1991"
Sean Loeffler,190.5,185.0,,Orthodox,"May 23, 1982"
Christian Lohsen,188.0,155.0,77.0,Southpaw,"Jan 24, 1995"
David Loiseau,182.9,185.0,76.0,Orthodox,"Dec 17, 1979"
Hector Lombard,175.3,185.0,71.0,Southpaw,"Feb 02, 1978"
Michael Lombardo,182.9,170.0,72.0,Orthodox,"Apr 03, 1990"
Rocky Long,,145.0,,,"Feb 18, 1978"
Thomas Longacre,175.3,145.0,,Orthodox,
Loma Lookboonmee,154.9,115.0,61.0,Orthodox,"Jan 18, 1996"
Ange Loosa,177.8,170.0,74.0,Orthodox,"Mar 18, 1993"
Lucas Lopes,188.0,185.0,,,"Oct 05, 1979"
Dileno Lopes,165.1,135.0,,,"Sep 26, 1984"
Diego Lopes,180.3,145.0,72.0,Orthodox,"Dec 30, 1994"
Bruno Lopes,188.0,205.0,74.0,Orthodox,"Apr 24, 1993"
Arthur Lopes,188.0,234.0,77.0,Southpaw,"Feb 17, 1993"
Ivan Lopez,167.6,135.0,,Southpaw,
Steve Lopez,180.3,155.0,,Orthodox,"Jul 30, 1984"
Federico Lopez,162.6,139.0,,Orthodox,"Jan 04, 1984"
Jorge Lopez,177.8,170.0,,Orthodox,"Nov 21, 1988"
Christopher Lopez,177.8,170.0,,,"Jan 30, 1986"
Matthew Lopez,170.2,135.0,69.0,Southpaw,"Jan 21, 1987"
Benito Lopez,177.8,135.0,73.0,Switch,"Apr 06, 1994"
Gustavo Lopez,165.1,135.0,67.0,Orthodox,"Jun 27, 1989"
Alik Lorenz,188.0,205.0,77.0,Orthodox,"Jan 25, 1997"
Brendan Loughnane,177.8,145.0,70.0,Switch,"Dec 05, 1989"
Nate Loughran,188.0,185.0,,Orthodox,"Jul 28, 1980"
Caolan Loughran,167.6,135.0,68.0,Orthodox,"May 18, 1996"
Rashard Lovelace,,155.0,,,
Ian Loveland,172.7,145.0,,Orthodox,"Sep 07, 1983"
Jakob Lovstad,190.5,205.0,,Orthodox,"Dec 28, 1979"
Waylon Lowe,170.2,145.0,,Southpaw,"Oct 31, 1980"
Brandon Lowe,,155.0,,,
Joe Lowry,180.3,155.0,73.0,Orthodox,"Dec 12, 1989"
Lu Kai,175.3,145.0,69.0,Orthodox,"Mar 01, 1994"
Lu Zhengyong,,125.0,,,
Robert Lucarelli,188.0,245.0,,,
Matt Lucas,185.4,205.0,,,"Dec 27, 1973"
Cleber Luciano,167.6,155.0,,,
Stephanie Luciano,167.6,115.0,65.0,Orthodox,"Dec 16, 1999"
Iasmin Lucindo,160.0,115.0,66.0,Orthodox,"Jan 08, 2002"
Duane Ludwig,177.8,170.0,70.0,Orthodox,"Aug 04, 1978"
Lawrence Lui,170.2,135.0,72.0,Orthodox,"Aug 04, 1996"
Mike Lullo,172.7,145.0,,Orthodox,"Jul 24, 1979"
Juan Andres Luna,170.2,125.0,72.0,Orthodox,"Aug 20, 1995"
Paula Luna,157.5,125.0,62.0,Orthodox,"Jul 05, 1999"
Santiago Luna,175.3,135.0,74.0,Orthodox,"Aug 06, 2004"
Dalcha Lungiambula,172.7,185.0,76.0,Orthodox,"Jul 31, 1987"
Alexandru Lungu,182.9,385.0,,Orthodox,"Sep 03, 1974"
Vicente Luque,180.3,185.0,75.0,Orthodox,"Nov 27, 1991"
Thaddeus Luster,190.5,210.0,,,
Travis Lutter,180.3,185.0,75.0,Orthodox,"May 12, 1973"
Joilton Lutterbach,185.4,185.0,75.0,Orthodox,"Nov 05, 1992"
Tucker Lutz,172.7,145.0,72.0,Orthodox,"Jul 12, 1994"
Lv Zhenhong,172.7,145.0,67.0,Switch,"Jun 25, 1993"
Stevie Lynch,177.8,170.0,,Orthodox,
Adam Lynn,177.8,155.0,,Orthodox,"Nov 16, 1977"
Chris Lytle,180.3,170.0,68.0,Orthodox,"Aug 18, 1974"
Dong Hyun Ma,180.3,155.0,70.0,Orthodox,"Sep 09, 1988"
Pawan Maan,170.2,155.0,70.0,Orthodox,"Apr 06, 1986"
William Macario,180.3,170.0,75.0,Orthodox,"Jul 01, 1991"
Jason MacDonald,190.5,185.0,80.0,Orthodox,"Jun 03, 1975"
Rob MacDonald,190.5,205.0,78.0,Orthodox,"Sep 05, 1978"
Rory MacDonald,182.9,170.0,76.0,Orthodox,"Jul 22, 1989"
Ryan MacDonald,180.3,135.0,71.0,Switch,"Mar 18, 1993"
Clayton MacFarlane,,170.0,,,
Ilima Macfarlane,162.6,125.0,,,
Valesca Machado,162.6,115.0,63.0,Orthodox,"May 06, 1996"
Caio Machado,193.0,250.0,78.0,Southpaw,"Jul 20, 1994"
Ian Machado Garry,190.5,170.0,74.0,Orthodox,"Nov 17, 1997"
Lyoto Machida,185.4,185.0,74.0,Southpaw,"May 30, 1978"
War Machine,180.3,170.0,,Orthodox,"Nov 30, 1981"
Anthony Macias,175.3,185.0,,Switch,"Feb 09, 1969"
Pauline Macias,162.6,115.0,64.0,Southpaw,"Jun 27, 1988"
Reza Madadi,180.3,155.0,73.0,Orthodox,"Jun 20, 1978"
Don Madge,182.9,155.0,72.0,Southpaw,"Nov 12, 1990"
Ryan Madigan,182.9,170.0,,Orthodox,
Victor Madrigal,170.2,135.0,71.0,Orthodox,"Aug 16, 1990"
Jon Madsen,182.9,240.0,72.0,Orthodox,"Feb 12, 1980"
Mark Madsen,172.7,155.0,72.0,Orthodox,"Sep 23, 1984"
Yoshiro Maeda,170.2,139.0,68.0,Southpaw,"Oct 31, 1981"
Leonardo Mafra,177.8,155.0,70.0,Orthodox,"Apr 25, 1989"
Vinny Magalhaes,190.5,205.0,75.0,Orthodox,"Jul 02, 1984"
Vinicius Magalhaes,,145.0,,,"Jul 30, 1971"
Caio Magalhaes,185.4,185.0,73.0,Orthodox,"Dec 14, 1987"
Bernardo Magalhaes,175.3,155.0,,Orthodox,"Apr 08, 1981"
Eric Magana,,,,,
Brandon Magana,,170.0,,Orthodox,
Angela Magana,154.9,115.0,65.0,Orthodox,"Aug 02, 1983"
Neil Magny,190.5,170.0,80.0,Orthodox,"Aug 03, 1987"
Raimond Magomedaliev,185.4,170.0,75.0,Orthodox,"Jun 10, 1990"
Ibragim Magomedov,182.9,250.0,,Orthodox,"Jun 08, 1975"
Rashid Magomedov,175.3,155.0,70.0,Orthodox,"Nov 29, 1984"
Ruslan Magomedov,190.5,242.0,78.0,Orthodox,"Nov 26, 1986"
Abus Magomedov,188.0,185.0,78.0,Orthodox,"Sep 02, 1990"
Shara Magomedov,188.0,185.0,73.0,Orthodox,"May 16, 1994"
Murtazali Magomedov,175.3,145.0,70.0,Orthodox,"Aug 26, 1999"
Zabit Magomedsharipov,185.4,145.0,73.0,Orthodox,"Mar 01, 1991"
John Maguire,175.3,155.0,69.0,Southpaw,"May 19, 1983"
Lolohea Mahe,,,,,
Michelle Maher,,145.0,,,
Maheshate,182.9,155.0,71.0,Orthodox,"Dec 01, 1999"
Bill Mahood,190.5,200.0,,Orthodox,"Feb 01, 1967"
Klayton Mai,175.3,125.0,,,"Nov 30, 1986"
Demian Maia,185.4,170.0,72.0,Southpaw,"Nov 06, 1977"
Jennifer Maia,162.6,125.0,64.0,Orthodox,"Oct 06, 1988"
Nayara Maia,165.1,125.0,66.0,Orthodox,"Jul 25, 1990"
Roshan Mainam,,135.0,,,
Levan Makashvili,172.7,145.0,68.0,Orthodox,"Jan 07, 1989"
John Makdessi,172.7,155.0,68.0,Orthodox,"May 03, 1985"
Islam Makhachev,177.8,170.0,70.0,Southpaw,"Oct 27, 1991"
Aliev Makhmud,167.6,195.0,,Southpaw,"Feb 13, 1970"
Zach Makovsky,162.6,125.0,64.0,Southpaw,"Apr 19, 1983"
Azat Maksum,170.2,125.0,70.0,Southpaw,"Feb 02, 1995"
Jeremy Malaterre,180.3,155.0,,,"Mar 05, 1987"
Fabio Maldonado,185.4,205.0,75.0,Orthodox,"Mar 17, 1980"
Marvin Maldonado,167.6,135.0,,,
Bea Malecki,175.3,135.0,74.0,Orthodox,"Aug 23, 1991"
Nazareno Malegarie,172.7,155.0,,,"May 16, 1986"
Carl Malenko,180.3,200.0,,Orthodox,"Jan 25, 1970"
Jacob Malkoun,175.3,185.0,73.0,Orthodox,"Aug 26, 1995"
Mike Malott,185.4,170.0,73.0,Orthodox,"Nov 07, 1991"
Dan Manasoiu,,,,,
Troy Mandaloniz,175.3,170.0,,Orthodox,"Feb 01, 1980"
Nate Maness,177.8,125.0,72.0,Orthodox,"Jun 27, 1991"
Michael Mangan,,155.0,,,
Gary Mangat,170.2,135.0,,,
George Mangos,177.8,145.0,70.0,Switch,"Aug 19, 2003"
Melvin Manhoef,175.3,185.0,,Orthodox,"May 11, 1976"
Melchor Manibusan,165.1,154.0,,Southpaw,"Dec 27, 1976"
Jon Manley,185.4,170.0,,Orthodox,"Jul 07, 1986"
Steve Mann,185.4,170.0,,,
Marnic Mann,152.4,115.0,64.0,Southpaw,"Mar 05, 1993"
Dylan Mantello,185.4,155.0,73.0,Orthodox,"Nov 19, 1992"
Chris Manuel,175.3,135.0,,Orthodox,"Jul 21, 1987"
Jimi Manuwa,185.4,205.0,79.0,Orthodox,"Feb 18, 1980"
Dom Mar Fan,180.3,155.0,75.0,Orthodox,"Mar 19, 2000"
Cristiano Marcello,175.3,155.0,72.0,Orthodox,"Dec 03, 1977"
Daniel Marcos,170.2,135.0,69.0,Orthodox,"Mar 07, 1993"
Jose Maria,165.1,125.0,,Orthodox,"Jan 04, 1982"
Marcos Mariano,185.4,155.0,76.0,Switch,"Oct 12, 1986"
Enrique Marin,177.8,170.0,,,"Sep 02, 1986"
Chepe Mariscal,170.2,145.0,69.0,Orthodox,"Oct 27, 1992"
Ronny Markes,185.4,185.0,75.0,Orthodox,"Apr 21, 1988"
Rory Markham,182.9,170.0,71.0,Orthodox,"Mar 25, 1982"
Randa Markos,162.6,115.0,63.0,Orthodox,"Aug 10, 1985"
Christina Marks,170.2,125.0,69.0,Orthodox,"Nov 08, 1985"
Brendon Marotte,175.3,145.0,70.0,Orthodox,"Jan 12, 1996"
Nate Marquardt,182.9,185.0,74.0,Orthodox,"Apr 20, 1979"
Danilo Marques,198.1,205.0,77.0,Orthodox,"Dec 26, 1985"
Julian Marquez,188.0,185.0,72.0,Orthodox,"May 08, 1990"
Carmelo Marrero,182.9,205.0,73.0,Orthodox,"Jan 26, 1981"
Cesar Marscucci,,,,,
John Marsh,182.9,265.0,,Orthodox,"Sep 15, 1970"
CJ Marsh,,,,,
Eliot Marshall,188.0,205.0,77.0,Orthodox,"Jul 07, 1980"
Doug Marshall,177.8,205.0,,Orthodox,"Sep 09, 1975"
David Marshall,188.0,170.0,,,"Aug 24, 1984"
Francis Marshall,175.3,145.0,72.0,Orthodox,"Mar 03, 1999"
Jack Marshman,182.9,185.0,73.0,Orthodox,"Dec 19, 1989"
Terry Martin,172.7,185.0,71.0,Orthodox,"Oct 10, 1980"
Eric Martin,,,,,
Justin Martin,182.9,185.0,,,
Dave Martin,182.9,205.0,,,
Joe Martin,175.3,170.0,,,
Anthony Rocco Martin,182.9,170.0,73.0,Orthodox,"Dec 11, 1989"
Mallory Martin,162.6,115.0,63.0,Orthodox,"Jan 29, 1994"
Michal Martinek,188.0,230.0,,Southpaw,"Apr 19, 1990"
Juan Adrian Martinetti,172.7,135.0,71.0,,"Aug 20, 1995"
Rainy Martinez,182.9,199.0,,Orthodox,
Danny Martinez,167.6,125.0,67.0,Orthodox,"Jun 14, 1985"
Alonzo Martinez,177.8,155.0,,,"Apr 22, 1984"
Henry Martinez,170.2,155.0,69.0,Southpaw,"Aug 07, 1983"
Jonathan Martinez,172.7,135.0,70.0,Southpaw,"Apr 20, 1994"
Poppies Martinez,175.3,145.0,,,"Aug 19, 1983"
Andrew Martinez,175.3,215.0,,,
Mana Martinez,177.8,135.0,70.0,Orthodox,"Mar 25, 1996"
Victor Martinez,172.7,155.0,70.0,Orthodox,"Jul 17, 1991"
Roque Martinez,177.8,250.0,72.0,Orthodox,"Mar 04, 1986"
Melissa Martinez,157.5,115.0,66.0,Southpaw,"Aug 18, 1997"
Julieta Martinez,154.9,115.0,62.0,Orthodox,"Sep 14, 2004"
David Martinez,165.1,135.0,67.0,Orthodox,"Aug 03, 1998"
Wagner da Conceicao Martins,200.7,390.0,,Orthodox,"May 19, 1978"
Adriano Martins,177.8,155.0,72.0,Southpaw,"Dec 16, 1982"
Lucas Martins,182.9,145.0,72.0,Southpaw,"Nov 11, 1988"
Max Martyniouk,,155.0,,,
Bristol Marunde,185.4,170.0,75.0,Orthodox,"Apr 20, 1982"
Shoji Maruyama,170.2,139.0,,Orthodox,"Apr 24, 1983"
Kazuma Maruyama,180.3,155.0,72.0,Orthodox,"Jul 19, 1992"
Islem Masraf,182.9,205.0,74.0,Southpaw,"Jun 07, 1996"
Mike Massenzio,188.0,185.0,73.0,Southpaw,"Nov 01, 1982"
Jameel Massouh,177.8,145.0,72.0,Orthodox,"Sep 12, 1984"
Tiffany Masters,160.0,115.0,65.0,Orthodox,"Jul 31, 1994"
Jorge Masvidal,180.3,170.0,74.0,Orthodox,"Nov 12, 1984"
Al Matavao,172.7,205.0,67.0,Orthodox,"Feb 23, 1994"
Tateki Matsuda,170.2,125.0,,Orthodox,"Feb 27, 1986"
Arisa Matsuda,160.0,115.0,64.0,Orthodox,"Dec 15, 1994"
Daijiro Matsui,175.3,200.0,,Orthodox,"Dec 05, 1972"
Toki Matsui,167.6,125.0,65.0,Orthodox,"Sep 08, 1999"
Koichiro Matsumoto,170.2,145.0,,,"Mar 07, 1986"
Jean Matsumoto,167.6,135.0,68.0,Orthodox,"Sep 09, 1999"
Koyomi Matsushima,170.2,145.0,66.0,Orthodox,"Oct 08, 1992"
Naoki Matsushita,167.6,155.0,,Orthodox,"Mar 31, 1976"
AJ Matthews,180.3,185.0,,,"Jan 23, 1988"
Jake Matthews,180.3,170.0,73.0,Orthodox,"Aug 19, 1994"
Connor Matthews,172.7,145.0,71.0,Switch,"May 31, 1992"
Claudio Mattos,,185.0,,Orthodox,
John Matua,188.0,400.0,,Orthodox,
Francesco Maturi,,,,,
Vladimir Matyushenko,182.9,205.0,74.0,Orthodox,"Jan 04, 1971"
Miranda Maverick,160.0,125.0,65.0,Southpaw,"Jul 01, 1997"
Nick Maximov,182.9,185.0,76.0,Southpaw,"Dec 23, 1997"
Elaina Maxwell,172.7,145.0,,Orthodox,"Dec 16, 1978"
Jeremy May,185.4,185.0,,,"Oct 23, 1986"
Jack May,203.2,255.0,,Switch,"Apr 14, 1981"
Don'Tale Mayes,198.1,260.0,81.0,Orthodox,"Jan 16, 1992"
Gray Maynard,175.3,155.0,70.0,Orthodox,"May 09, 1979"
Brooke Mayo,170.2,125.0,,,
Gina Mazany,167.6,125.0,68.0,Southpaw,"Aug 19, 1988"
Sabina Mazo,170.2,125.0,70.0,Orthodox,"Mar 25, 1997"
Francesco Mazzeo,190.5,205.0,75.0,Orthodox,"Sep 23, 1997"
Scott McAfee,172.7,155.0,,Orthodox,"Aug 23, 1983"
Bobby McAndrews,,,,Orthodox,
Michael McBride,185.4,155.0,,Orthodox,"Mar 09, 1986"
Ian McCall,165.1,125.0,64.0,Orthodox,"May 07, 1984"
Molly McCann,162.6,115.0,62.0,Orthodox,"May 04, 1990"
Charles McCarthy,177.8,185.0,71.0,Orthodox,"Aug 06, 1980"
Eric McConico,182.9,185.0,77.0,Southpaw,"May 09, 1990"
Sean McCorkle,200.7,265.0,81.0,Orthodox,"Jul 17, 1976"
Danni McCormack,162.6,125.0,62.0,Southpaw,"Mar 15, 1990"
Paddy McCorry,190.5,185.0,73.0,Switch,"Dec 09, 1997"
Kris McCray,182.9,170.0,76.0,Orthodox,"Sep 24, 1981"
Tamdan McCrory,193.0,185.0,76.0,Switch,"Nov 05, 1986"
Rob McCullough,175.3,155.0,69.0,Orthodox,"May 26, 1977"
Justin McCully,185.4,225.0,73.0,Orthodox,"Feb 18, 1976"
Robert McDaniel,190.5,185.0,75.0,Southpaw,"May 03, 1983"
Michael McDonald,180.3,205.0,,Orthodox,"Feb 06, 1965"
Scott McDonald,,,,,
Josh McDonald,,185.0,,,
Miles McDonald,170.2,115.0,,,"Aug 13, 1991"
Justin McElfresh,198.1,205.0,,Orthodox,"Jan 04, 1980"
Drew McFedries,182.9,185.0,72.0,Southpaw,"Jul 27, 1978"
Liam McGeary,198.1,205.0,,,"Oct 04, 1982"
Gan McGee,208.3,265.0,,Orthodox,"Nov 20, 1976"
Court McGee,180.3,170.0,75.0,Orthodox,"Dec 12, 1984"
Marcus McGhee,172.7,135.0,69.0,Orthodox,"May 07, 1990"
Ryan McGillivray,180.3,170.0,,,"Sep 27, 1986"
Ryan McGivern,182.9,185.0,,Orthodox,"Jan 17, 1980"
Jack McGlaughlin,,,,Orthodox,
Conor McGregor,175.3,155.0,74.0,Southpaw,"Jul 14, 1988"
Greg McIntyre,177.8,155.0,,Orthodox,"Apr 21, 1980"
Antonio McKee,172.7,155.0,,Southpaw,"Mar 12, 1970"
AJ McKee,177.8,145.0,,,
Rhys McKee,188.0,170.0,78.0,Orthodox,"Sep 10, 1995"
Cory McKenna,160.0,115.0,58.0,Orthodox,"Jul 11, 1999"
Tim McKenzie,182.9,185.0,74.0,Orthodox,"Jul 21, 1982"
Cody McKenzie,182.9,155.0,72.0,Switch,"Dec 16, 1987"
Terrance McKinney,177.8,155.0,73.0,Switch,"Sep 15, 1994"
Brian McLaughlin,175.3,155.0,,,"May 12, 1984"
Jason McLean,165.1,145.0,,,"Jun 03, 1977"
Garreth McLellan,185.4,185.0,72.0,Southpaw,"Sep 01, 1982"
Sara McMann,167.6,135.0,66.0,Orthodox,"Sep 24, 1980"
Tommy McMillen,182.9,145.0,74.0,Orthodox,"Dec 15, 1997"
James McSweeney,193.0,230.0,77.0,Switch,"Oct 24, 1980"
Charles McTorry,,,,,
Jackson McVey,193.0,185.0,77.0,Southpaw,"Mar 25, 1999"
Daniel McWilliams,185.4,185.0,,,"Jan 14, 1983"
Tim Means,188.0,170.0,75.0,Orthodox,"Feb 20, 1984"
Yancy Medeiros,177.8,155.0,75.0,Orthodox,"Sep 07, 1987"
Anistavio Medeiros,167.6,145.0,,Orthodox,"May 01, 1988"
Kaline Medeiros,160.0,115.0,,,
MarQuel Mederos,177.8,155.0,69.0,Orthodox,"Nov 30, 1996"
Uros Medic,185.4,170.0,71.0,Southpaw,"Apr 25, 1993"
Todd Medina,177.8,193.0,,Southpaw,"Apr 30, 1970"
Jason Medina,175.3,180.0,,,
Emil Meek,180.3,170.0,74.0,Switch,"Aug 20, 1988"
Sanford Alton Meeks,195.6,265.0,75.0,Orthodox,"Apr 05, 1994"
Gerald Meerschaert,185.4,185.0,77.0,Southpaw,"Dec 18, 1987"
Frank Megallon,177.8,185.0,,Southpaw,
Derrick Mehmen,193.0,205.0,,,"May 30, 1985"
Miika Mehmet,,205.0,,Orthodox,
Jordan Mein,182.9,170.0,73.0,Orthodox,"Oct 10, 1989"
Bryce Mejia,185.4,170.0,,,
Brian Melancon,172.7,170.0,,Orthodox,"May 28, 1982"
Brandon Melendez,180.3,155.0,,Southpaw,"Mar 24, 1983"
Gilbert Melendez,175.3,145.0,73.0,Orthodox,"Apr 12, 1982"
Nair Melikyan,167.6,155.0,,,"Aug 08, 1997"
Marcelo Mello,170.2,170.0,,Southpaw,
Fabio Mello,165.1,155.0,,Southpaw,"Jun 28, 1975"
Vanessa Melo,165.1,135.0,65.0,Orthodox,"Mar 27, 1988"
Antonio Mendes,190.5,205.0,77.0,Southpaw,"Apr 19, 1981"
Chad Mendes,167.6,145.0,66.0,Orthodox,"May 01, 1985"
Augusto Mendes,167.6,135.0,65.0,Orthodox,"Mar 03, 1983"
Eddie Mendez,177.8,185.0,,,"Jan 16, 1984"
Mateus Mendonca,167.6,125.0,71.0,Orthodox,"Jan 17, 1999"
Luis Mendoza,,155.0,,,
Pietro Menga,170.2,125.0,68.0,Southpaw,"Feb 15, 1988"
Alonzo Menifield,182.9,205.0,76.0,Orthodox,"Oct 18, 1987"
Ivan Menjivar,167.6,145.0,64.0,Orthodox,"May 30, 1982"
Dave Menne,177.8,170.0,,Orthodox,"Jul 29, 1974"
Steve Mensing,180.3,185.0,,Orthodox,"Dec 06, 1977"
Buck Meredith,188.0,185.0,,,"May 17, 1982"
Adam Meredith,188.0,170.0,,,
Nick Meregali,,,,,
Joe Merritt,182.9,170.0,,Orthodox,"Mar 07, 1984"
Bia Mesquita,162.6,135.0,67.0,Orthodox,"Apr 07, 1991"
Jeremiah Metcalf,185.4,185.0,,Orthodox,"Jul 09, 1981"
Jonathan Meunier,190.5,170.0,,Switch,"Aug 04, 1987"
Yaotzin Meza,175.3,145.0,71.0,Orthodox,"Feb 04, 1981"
Guy Mezger,185.4,200.0,,Orthodox,"Jan 01, 1968"
David Mgoyan,175.3,145.0,70.0,Orthodox,"Jun 25, 2004"
Jonathan Micallef,182.9,170.0,77.0,Southpaw,"Mar 05, 1999"
Brandon Michaels,175.3,185.0,,,"Nov 20, 1982"
Andreas Michailidis,182.9,170.0,76.0,Orthodox,"Jul 18, 1988"
David Michaud,175.3,155.0,,Orthodox,"Nov 10, 1988"
Chris Mickle,175.3,145.0,,Orthodox,"Jul 10, 1983"
Zachary Micklewright,182.9,155.0,74.0,Southpaw,"Aug 21, 1976"
Kristof Midoux,185.4,220.0,,Orthodox,"Jul 30, 1974"
Keith Mielke,172.7,185.0,,,
Chris Mierzwiak,185.4,185.0,,,"Feb 14, 1988"
Gabriel Miglioli,172.7,170.0,,,
Bojan Mihajlovic,180.3,205.0,73.0,Orthodox,"Mar 30, 1980"
Billy Miles,177.8,170.0,,Orthodox,"Apr 28, 1978"
Pat Miletich,177.8,170.0,,Orthodox,"Mar 09, 1968"
Curtis Millender,188.0,170.0,76.0,Orthodox,"Dec 01, 1987"
Phillip Miller,180.3,185.0,,Orthodox,"Feb 20, 1979"
Jason Miller,185.4,185.0,,Orthodox,"Dec 24, 1980"
Dan Miller,185.4,185.0,74.0,Orthodox,"Jun 30, 1981"
Jim Miller,172.7,155.0,71.0,Southpaw,"Aug 30, 1983"
Cole Miller,185.4,145.0,73.0,Orthodox,"Apr 26, 1984"
Henry Miller,170.2,270.0,,Southpaw,"Jul 16, 1969"
Micah Miller,182.9,145.0,,Orthodox,"Feb 14, 1987"
Aaron Miller,175.3,145.0,,,
Mo Miller,172.7,135.0,72.0,Orthodox,"Aug 10, 1992"
Juliana Miller,170.2,125.0,66.0,Orthodox,"May 07, 1996"
Ty Miller,188.0,170.0,77.0,Orthodox,"Jun 04, 2000"
Trent Miller,175.3,185.0,72.0,Orthodox,"Oct 31, 1995"
Eddy Millis,185.4,185.0,,,"Aug 04, 1967"
Che Mills,185.4,170.0,76.0,Orthodox,"Sep 29, 1982"
Adam Milstead,190.5,205.0,76.0,Orthodox,"Jul 03, 1987"
Alberto Mina,182.9,170.0,77.0,Orthodox,"May 02, 1982"
Vitaly Minakov,188.0,249.0,,,"Feb 06, 1985"
Mario Mingaj,190.5,185.0,78.0,Orthodox,"Oct 28, 1998"
Darrick Minner,170.2,145.0,69.0,Orthodox,"Apr 28, 1990"
Mike Minniger,,,,,
Ikuhisa Minowa,175.3,181.0,,Orthodox,"Jan 12, 1976"
